"","Year","Measurement.date","Unit","Plot","Species","Number","Health","Herbivory","Condition","HT.cm","RCD.mm","ID3","ID2","ID","ID4","HT.cm.initial","RCD.mm.initial","Soil","Slash","VSMxtree","Planting.date","PC1","PC2","NO3","NH4","PO4","moisture","MT","Treatment","pH","CN","SGgw","Time.months","Biomass.g","Biomass.initial.g","RG.g.month","survival","bi.cond","placeholder","HT.growth","MYC"
"24","2021","8/23/21",10,5,"ACSA",4,"L",1,0,43.5,5.3,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",34,4.9,1,0,16.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,7.16205112,4.78484085333334,0.727717428571429,1,1,1,9.5,"AM.s"
"25","2021","8/23/21",10,5,"ACSA",5,"L",1,0,45,5.3,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",33,4.8,1,1,22.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,7.4090184,4.45648896,0.903835542857144,1,1,1,12,"AM.s"
"26","2021","8/23/21",10,5,"ACSA",6,"L",1,1,29,3.8,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",32,3,1,0,28.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,2.45449194666667,1.688064,0.2346208,1,1,1,-3,"AM.s"
"27","2021","8/23/21",10,5,"ACSA",7,"L",1,0,51.5,4.7,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",34,3.4,1,0,21.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,6.66805794666667,2.30373845333333,1.33601617142857,1,1,1,17.5,"AM.s"
"28","2021","8/23/21",10,5,"ACSA",8,"L",2,0,53,9.1,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",41,6.8,1,0,31.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,25.7249817066667,11.1121501866667,4.47331577142857,1,1,1,12,"AM.s"
"29","2021","8/23/21",10,5,"ACSA",9,"L",1,1,24.5,3.9,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",30.5,3.8,1,0,27.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,2.18419656,2.58144842666667,-0.121607714285714,1,1,1,-6,"AM.s"
"30","2021","8/23/21",10,5,"ACSA",10,"L",1,0,34,3.9,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",30.5,6.1,1,0,31.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,3.03112992,6.65205650666667,-1.10844691428571,1,1,1,3.5,"AM.s"
"31","2021","8/23/21",10,5,"ACSA",11,"L",1,1,17.5,7.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",26.5,2.4,1,0,23.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,5.76975,0.89467392,1.49237022857143,1,1,1,-9,"AM.s"
"32","2021","8/23/21",10,5,"ACSA",12,"L",1,1,24,2.3,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",27,3.4,1,2,23.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,0.74415488,1.82943936,-0.332229942857143,1,1,1,-3,"AM.s"
"33","2021","8/23/21",10,5,"ACSA",13,"L",1,0,28,5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",29,3.6,1,1,27.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,4.10293333333333,2.20292352,0.581635657142857,1,1,1,-1,"AM.s"
"34","2021","8/23/21",10,5,"ACSA",14,"L",1,0,24.5,4.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",31.5,3,1,1,27.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,2.907954,1.661688,0.38151,1,1,1,-7,"AM.s"
"35","2021","8/23/21",10,5,"ACSA",15,"L",1,0,35,4.9,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",30,4.4,1,0,33.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,4.92557146666667,3.4042624,0.465706857142857,1,1,1,5,"AM.s"
"36","2021","8/23/21",10,5,"ACSA",16,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",34,5.6,1,2,18.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,NA,6.24958805333333,NA,0,0,1,NA,"AM.s"
"37","2021","8/23/21",10,5,"ACSA",17,"L",1,1,16.5,2.1,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",31,3.5,1,1,11,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,0.42649992,2.22584133333333,-0.5508188,1,1,1,-14.5,"AM.s"
"38","2021","8/23/21",10,5,"ACSA",18,"L",1,0,53,5.4,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",33.5,4.1,1,0,19.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,9.05857344,3.30072194666667,1.7626076,1,1,1,19.5,"AM.s"
"39","2021","8/23/21",10,5,"ACSA",19,"L",1,0,25,6,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",27,3.3,1,1,23.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,5.2752,1.72340784,1.08728331428571,1,1,1,-2,"AM.s"
"40","2021","8/23/21",10,5,"ACSA",20,"L",1,1,15.5,1.2,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",23.5,2.4,1,1,20.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,0.13082496,0.79339008,-0.202826057142857,1,1,1,-8,"AM.s"
"41","2021","8/23/21",10,5,"NYSY",1,"L",1,1,3,1.6,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",8,3.2,1,1,16.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,0.03697664,0.394417493333333,-0.109420669387755,1,1,1,-5,"AM.s"
"42","2021","8/23/21",10,5,"NYSY",2,"L",1,0,23,7.9,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",11,3.9,1,1,11.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,6.91111697333333,0.80554188,1.8690536,1,1,1,12,"AM.s"
"43","2021","8/23/21",10,5,"NYSY",3,"L",0,1,38.5,4.3,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",38,3.4,1,0,16.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,3.42739268666667,2.11498677333333,0.401756912244898,1,1,1,0.5,"AM.s"
"44","2021","8/23/21",10,5,"NYSY",4,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",15,3,1,0,30.9,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,0.64998,NA,0,0,1,NA,"AM.s"
"45","2021","8/23/21",10,5,"NYSY",5,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",13.5,4,1,0,23.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,1.039968,NA,0,0,1,NA,"AM.s"
"46","2021","8/23/21",10,5,"NYSY",6,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",14,4.6,1,1,29.9,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,1.42629685333333,NA,0,0,1,NA,"AM.s"
"47","2021","8/23/21",10,5,"NYSY",7,"L",1,0,27,3.8,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",8.5,2.8,1,0,25.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,1.87714224,0.320849386666667,0.476416179591837,1,1,1,18.5,"AM.s"
"48","2021","8/23/21",10,5,"NYSY",8,"L",0,0,22,3.2,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",8.5,2.7,1,0,25,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,1.08464810666667,0.29834082,0.240706312244898,1,1,1,13.5,"AM.s"
"49","2021","8/23/21",10,5,"NYSY",9,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",12,4.1,1,0,32.9,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,0.97121456,NA,0,0,1,NA,"AM.s"
"50","2021","8/23/21",10,5,"NYSY",10,"L",1,0,22.5,5.6,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",15.5,4.2,1,1,30.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,3.3972288,1.31642616,0.6369804,1,1,1,7,"AM.s"
"51","2021","8/23/21",10,5,"NYSY",11,"L",1,0,16,6.1,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",18,5.4,0,1,24,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,2.86645994666667,2.52712224,0.103878889795918,1,1,1,-2,"AM.s"
"52","2021","8/23/21",10,5,"NYSY",12,"L",0,1,3,1.2,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",11,3.1,1,0,14.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,0.02079936,0.508958413333333,-0.149436444897959,1,1,1,-8,"AM.s"
"53","2021","8/23/21",10,5,"NYSY",13,"L",0,1,8,6.6,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",16,5.2,1,1,14,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,1.67781504,2.08301738666667,-0.124041534693878,1,1,1,-8,"AM.s"
"54","2021","8/23/21",10,5,"NYSY",14,"L",0,1,4,2.4,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",18,5.5,1,0,8.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,0.11092992,2.621586,-0.768568187755102,1,1,1,-14,"AM.s"
"55","2021","8/23/21",10,5,"NYSY",15,"L",2,0,10,6,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",15,6.2,1,1,15.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,1.73328,2.7761368,-0.319241877551021,1,1,1,-5,"AM.s"
"56","2021","8/23/21",10,5,"NYSY",16,"L",1,1,6,5.3,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",14,5.1,1,1,28.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,0.81146392,1.75321272,-0.288290448979592,1,1,1,-8,"AM.s"
"57","2021","8/23/21",10,5,"NYSY",17,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",12,3.4,1,0,25.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,0.66789056,NA,0,0,1,NA,"AM.s"
"58","2021","8/23/21",10,5,"NYSY",18,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",10,4.4,1,0,23.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,0.932119466666667,NA,0,0,1,NA,"AM.s"
"59","2021","8/23/21",10,5,"NYSY",19,"L",0,0,36.5,6,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",29.7,3.6,1,1,26.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,6.326472,1.853222976,1.36936194612245,1,1,1,6.8,"AM.s"
"60","2021","8/23/21",10,5,"NYSY",20,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.NYSY",14,3.4,1,0,16.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.46,3.26666666666667,NA,0.779205653333333,NA,0,0,1,NA,"AM.s"
"61","2021","8/23/21",10,5,"PRSE",1,"L",3,0,40,6.3,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",25,3.9,1,1,31.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,7.8099336,1.8705765,1.81817054081633,1,1,1,15,"AM.s"
"62","2021","8/23/21",10,5,"PRSE",2,"L",1,0,97,5.9,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",12.5,2.2,1,0,25.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,16.6104733533333,0.297619666666667,4.99373072040816,1,1,1,84.5,"AM.s"
"63","2021","8/23/21",10,5,"PRSE",3,"L",2,0,45,5.1,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",19.5,2.1,1,1,28.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,5.7578337,0.42303807,1.63310070306122,1,1,1,25.5,"AM.s"
"64","2021","8/23/21",10,5,"PRSE",4,"L",1,0,72,5.6,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",25.5,3,1,0,29.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,11.10746112,1.128987,3.05463493469388,1,1,1,46.5,"AM.s"
"65","2021","8/23/21",10,5,"PRSE",5,"L",2,0,60,6.3,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",17,3.5,1,1,27.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,11.7149004,1.02445116666667,3.2725865,1,1,1,43,"AM.s"
"66","2021","8/23/21",10,5,"PRSE",6,"L",1,0,93,8.6,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",26.5,3.2,1,1,26.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,33.83655208,1.33491029333333,9.94948217959183,1,1,1,66.5,"AM.s"
"67","2021","8/23/21",10,5,"PRSE",7,"L",2,0,64,6.3,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",19,3.1,1,0,26.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,12.49589376,0.898221073333333,3.55030796530612,1,1,1,45,"AM.s"
"68","2021","8/23/21",10,5,"PRSE",8,"L",1,0,39.5,2.7,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",23,2.6,1,0,23.6,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,1.41654663,0.764857946666667,0.199496535714286,1,1,1,16.5,"AM.s"
"69","2021","8/23/21",10,5,"PRSE",9,"L",1,0,71.5,5.4,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",22,3.3,1,0,26.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,10.25651484,1.17857388,2.77896151836735,1,1,1,49.5,"AM.s"
"70","2021","8/23/21",10,5,"PRSE",10,"L",2,0,66.5,6.1,"10.5.2021","10.5.2021","10.5","2021.10.5.PRSE",19.5,2,1,0,18.6,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.47,3.26666666666667,12.1727181566667,0.383708,3.60888066020408,1,1,1,47,"AM.s"
