Year,Measurement.date,Unit,Plot,Species,Number,Health,Herbivory,Condition,HT.cm,RCD.mm,ID3,ID2,ID,ID4,HT.cm.initial,RCD.mm.initial,Soil,Slash,VSMxtree,Planting.date,MT,Treatment,SGgw,Time.months,Biomass.g,Biomass.initial.g,RG.g.month,survival,bi.cond,placeholder,HT.growth,MYC
2021,8/23/21,10,5,ACSA,15,L,1,0,35,4.9,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,30,4.4,1,0,33.2,5/17/21,AM,Cut,0.56,3.2666666666666666,4.925571466666669,3.4042624000000017,0.11308530863632314,1,1,1,5,AM.s
2021,8/23/21,10,5,ACSA,16,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,34,5.6,1,2,18.2,5/17/21,AM,Cut,0.56,3.2666666666666666,NA,6.2495880533333334,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,ACSA,17,L,1,1,16.5,2.1,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,31,3.5,1,1,11,5/17/21,AM,Cut,0.56,3.2666666666666666,0.4264999200000002,2.2258413333333333,-0.5057994095236507,1,1,1,-14.5,AM.s
2021,8/23/21,10,5,ACSA,18,L,1,0,53,5.4,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,33.5,4.1,1,0,19.4,5/17/21,AM,Cut,0.56,3.2666666666666666,9.058573440000002,3.300721946666666,0.30905217380848,1,1,1,19.5,AM.s
2021,8/23/21,10,5,ACSA,19,L,1,0,25,6,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,27,3.3,1,1,23.4,5/17/21,AM,Cut,0.56,3.2666666666666666,5.275200000000002,1.72340784,0.3424631511352387,1,1,1,-2,AM.s
2021,8/23/21,10,5,ACSA,20,L,1,1,15.5,1.2,10.5.2021,10.5.2021,10_5,2021.10_5.ACSA,23.5,2.4,1,1,20.1,5/17/21,AM,Cut,0.56,3.2666666666666666,0.13082496000000002,0.7933900800000001,-0.5517718647994294,1,1,1,-8,AM.s
2021,8/23/21,10,5,NYSY,1,L,1,1,3,1.6,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,8,3.2,1,1,16.7,5/17/21,AM,Cut,0.46,3.2666666666666666,0.036976640000000005,0.39441749333333337,-0.724629677795393,1,1,1,-5,AM.s
2021,8/23/21,10,5,NYSY,2,L,1,0,23,7.9,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,11,3.9,1,1,11.5,5/17/21,AM,Cut,0.46,3.2666666666666666,6.911116973333335,0.80554188,0.6579708232057743,1,1,1,12,AM.s
2021,8/23/21,10,5,NYSY,3,L,0,1,38.5,4.3,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,38,3.4,1,0,16.8,5/17/21,AM,Cut,0.46,3.2666666666666666,3.4273926866666664,2.114986773333333,0.14778099909861883,1,1,1,0.5,AM.s
2021,8/23/21,10,5,NYSY,4,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,15,3,1,0,30.9,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,0.64998,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,5,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,13.5,4,1,0,23.5,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,1.039968,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,6,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,14,4.6,1,1,29.9,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,1.4262968533333333,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,7,L,1,0,27,3.8,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,8.5,2.8,1,0,25.3,5/17/21,AM,Cut,0.46,3.2666666666666666,1.8771422400000002,0.3208493866666666,0.5407757147787007,1,1,1,18.5,AM.s
2021,8/23/21,10,5,NYSY,8,L,0,0,22,3.2,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,8.5,2.7,1,0,25,5/17/21,AM,Cut,0.46,3.2666666666666666,1.0846481066666669,0.29834082000000006,0.3951350092202571,1,1,1,13.5,AM.s
2021,8/23/21,10,5,NYSY,9,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,12,4.1,1,0,32.9,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,0.9712145599999998,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,10,L,1,0,22.5,5.6,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,15.5,4.2,1,1,30.1,5/17/21,AM,Cut,0.46,3.2666666666666666,3.3972287999999993,1.3164261600000005,0.29021615209859225,1,1,1,7,AM.s
2021,8/23/21,10,5,NYSY,11,L,1,0,16,6.1,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,18,5.4,0,1,24,5/17/21,AM,Cut,0.46,3.2666666666666666,2.8664599466666667,2.52712224,0.0385703876209256,1,1,1,-2,AM.s
2021,8/23/21,10,5,NYSY,12,L,0,1,3,1.2,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,11,3.1,1,0,14.2,5/17/21,AM,Cut,0.46,3.2666666666666666,0.02079936,0.5089584133333334,-0.9788094163850672,1,1,1,-8,AM.s
2021,8/23/21,10,5,NYSY,13,L,0,1,8,6.6,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,16,5.2,1,1,14,5/17/21,AM,Cut,0.46,3.2666666666666666,1.6778150399999996,2.083017386666667,-0.06622197969488244,1,1,1,-8,AM.s
2021,8/23/21,10,5,NYSY,14,L,0,1,4,2.4,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,18,5.5,1,0,8.3,5/17/21,AM,Cut,0.46,3.2666666666666666,0.11092992,2.6215860000000006,-0.9681539101669362,1,1,1,-14,AM.s
2021,8/23/21,10,5,NYSY,15,L,2,0,10,6,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,15,6.2,1,1,15.3,5/17/21,AM,Cut,0.46,3.2666666666666666,1.7332800000000002,2.7761368000000006,-0.14419737359820803,1,1,1,-5,AM.s
2021,8/23/21,10,5,NYSY,16,L,1,1,6,5.3,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,14,5.1,1,1,28.5,5/17/21,AM,Cut,0.46,3.2666666666666666,0.8114639200000002,1.7532127200000003,-0.2358261118566157,1,1,1,-8,AM.s
2021,8/23/21,10,5,NYSY,17,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,12,3.4,1,0,25.8,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,0.66789056,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,18,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,10,4.4,1,0,23.4,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,0.932119466666667,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,NYSY,19,L,0,0,36.5,6,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,29.7,3.6,1,1,26.2,5/17/21,AM,Cut,0.46,3.2666666666666666,6.326472,1.8532229759999999,0.37586218234033886,1,1,1,6.800000000000001,AM.s
2021,8/23/21,10,5,NYSY,20,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.NYSY,14,3.4,1,0,16.3,5/17/21,AM,Cut,0.46,3.2666666666666666,NA,0.7792056533333334,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,PRSE,1,L,3,0,40,6.3,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,25,3.9,1,1,31.2,5/17/21,AM,Cut,0.47,3.2666666666666666,7.809933600000001,1.8705765000000003,0.4374948336029106,1,1,1,15,AM.s
2021,8/23/21,10,5,PRSE,2,L,1,0,97,5.9,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,12.5,2.2,1,0,25.8,5/17/21,AM,Cut,0.47,3.2666666666666666,16.610473353333337,0.2976196666666668,1.2312160148846738,1,1,1,84.5,AM.s
2021,8/23/21,10,5,PRSE,3,L,2,0,45,5.1,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,19.5,2.1,1,1,28.4,5/17/21,AM,Cut,0.47,3.2666666666666666,5.757833700000001,0.4230380700000001,0.7992411472048238,1,1,1,25.5,AM.s
2021,8/23/21,10,5,PRSE,4,L,1,0,72,5.6,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,25.5,3,1,0,29.2,5/17/21,AM,Cut,0.47,3.2666666666666666,11.107461119999996,1.1289870000000002,0.6998866178564271,1,1,1,46.5,AM.s
2021,8/23/21,10,5,PRSE,5,L,2,0,60,6.3,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,17,3.5,1,1,27.7,5/17/21,AM,Cut,0.47,3.2666666666666666,11.714900400000001,1.0244511666666665,0.7459299636643233,1,1,1,43,AM.s
2021,8/23/21,10,5,PRSE,6,L,1,0,93,8.6,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,26.5,3.2,1,1,26.5,5/17/21,AM,Cut,0.47,3.2666666666666666,33.83655208,1.3349102933333337,0.9895951674699922,1,1,1,66.5,AM.s
2021,8/23/21,10,5,PRSE,7,L,2,0,64,6.3,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,19,3.1,1,0,26.1,5/17/21,AM,Cut,0.47,3.2666666666666666,12.49589376,0.8982210733333333,0.8059405555120421,1,1,1,45,AM.s
2021,8/23/21,10,5,PRSE,8,L,1,0,39.5,2.7,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,23,2.6,1,0,23.6,5/17/21,AM,Cut,0.47,3.2666666666666666,1.41654663,0.7648579466666668,0.18865931998274094,1,1,1,16.5,AM.s
2021,8/23/21,10,5,PRSE,9,L,1,0,71.5,5.4,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,22,3.3,1,0,26.4,5/17/21,AM,Cut,0.47,3.2666666666666666,10.25651484,1.1785738799999996,0.6623289693481331,1,1,1,49.5,AM.s
2021,8/23/21,10,5,PRSE,10,L,2,0,66.5,6.1,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,19.5,2,1,0,18.6,5/17/21,AM,Cut,0.47,3.2666666666666666,12.172718156666665,0.38370800000000005,1.0582869377543105,1,1,1,47,AM.s
2021,8/23/21,10,5,PRSE,11,L,2,0,71.5,7.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,18,2.4,1,1,21.6,5/17/21,AM,Cut,0.47,3.2666666666666666,18.23380416,0.5100364799999999,1.0948623272877602,1,1,1,53.5,AM.s
2021,8/23/21,10,5,PRSE,12,L,1,0,99,5.9,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,22,2.3,1,0,26.3,5/17/21,AM,Cut,0.47,3.2666666666666666,16.952957340000005,0.5725120133333331,1.0371930161416574,1,1,1,77,AM.s
2021,8/23/21,10,5,PRSE,13,L,3,0,65,7.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,24.5,2.8,1,0,22.2,5/17/21,AM,Cut,0.47,3.2666666666666666,16.5761856,0.9449055466666665,0.876929807151018,1,1,1,40.5,AM.s
2021,8/23/21,10,5,PRSE,14,V,3,0,44.5,4.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,31,2.2,1,0,30.6,5/17/21,AM,Cut,0.47,3.2666666666666666,3.861578280000001,0.7380967733333336,0.5065580554705571,1,1,1,13.5,AM.s
2021,8/23/21,10,5,PRSE,15,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,16.5,2.2,1,0,26.9,5/17/21,AM,Cut,0.47,3.2666666666666666,NA,0.3928579600000001,NA,0,0,1,NA,AM.s
2021,8/23/21,10,5,PRSE,16,L,1,0,38,4.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,17,3.3,1,1,11.3,5/17/21,AM,Cut,0.47,3.2666666666666666,3.2975275200000005,0.9107161799999998,0.39388681509304474,1,1,1,21,AM.s
2021,8/23/21,10,5,PRSE,17,L,2,0,35.5,4.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,18,3.8,1,0,17.5,5/17/21,AM,Cut,0.47,3.2666666666666666,3.080584920000001,1.27863312,0.26918199664260334,1,1,1,17.5,AM.s
2021,8/23/21,10,5,PRSE,18,L,2,1,13,5.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,24.5,3.4,1,0,12.2,5/17/21,AM,Cut,0.47,3.2666666666666666,1.7292440533333335,1.3932535866666664,0.06613549831879213,1,1,1,-11.5,AM.s
2021,8/23/21,10,5,PRSE,19,L,1,0,50,5.7,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,18.5,4.7,1,0,31.1,5/17/21,AM,Cut,0.47,3.2666666666666666,7.991457000000003,2.0103593566666675,0.4224672262018928,1,1,1,31.5,AM.s
2021,8/23/21,10,5,PRSE,20,L,2,0,94,7.2,10.5.2021,10.5.2021,10_5,2021.10_5.PRSE,23,3.5,1,0,14,5/17/21,AM,Cut,0.47,3.2666666666666666,23.971714559999995,1.3860221666666668,0.8725826575696337,1,1,1,71,AM.s
2021,8/23/21,10,5,BELE,1,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,34.9,3.4,1,0,35.8,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,2.5336283199999996,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,2,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,28.5,2.9,1,0,42.5,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,1.5052217999999997,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,3,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,35.5,2.8,1,0,36.1,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,1.7478495999999997,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,4,L,2,0,49.5,5.5,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,32,3,1,0,25.8,5/17/21,AM,Cut,0.6,3.2666666666666666,9.403515000000002,1.80864,0.5046454205863927,1,1,1,17.5,EcM.s
2021,8/23/21,10,5,BELE,5,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,28.5,3.3,1,0,30.6,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,1.9490921999999993,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,6,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,40,6,1,0,26.8,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,9.0432,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,7,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,47,4.5,1,0,27.9,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,5.97699,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,8,L,1,0,62,7,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,45.8,4.1,1,0,28,5/17/21,AM,Cut,0.6,3.2666666666666666,19.07864,4.8349594399999996,0.420213258555629,1,1,1,16.200000000000003,EcM.s
2021,8/23/21,10,5,BELE,9,L,1,0,81.5,7,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,39,4.8,0,0,32.1,5/17/21,AM,Cut,0.6,3.2666666666666666,25.07918,5.642956799999999,0.45662137848982853,1,1,1,42.5,EcM.s
2021,8/23/21,10,5,BELE,10,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,45.8,6.6,1,1,30.7,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,12.528901439999997,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,11,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,36.5,3.3,0,0,38.9,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,2.496205799999999,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,12,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,36.6,11.6,1,1,22.6,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,30.92834688,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,13,L,1,0,85.5,5,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,33.3,2.6,1,0,27.7,5/17/21,AM,Cut,0.6,3.2666666666666666,13.4235,1.4136782400000003,0.6890240552356055,1,1,1,52.2,EcM.s
2021,8/23/21,10,5,BELE,14,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,43,6.6,1,0,25.1,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,11.762942399999998,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,15,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,31,2.7,1,1,22.2,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,1.4192172,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,16,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,38.1,5.2,1,0,28.5,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,6.469806720000001,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,17,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,32.6,6.2,1,1,29.4,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,7.869744320000001,NA,0,0,1,NA,EcM.s
2021,8/23/21,10,5,BELE,18,D,0,0,NA,NA,10.5.2021,10.5.2021,10_5,2021.10_5.BELE,30.2,3.3,1,1,21,5/17/21,AM,Cut,0.6,3.2666666666666666,NA,2.0653538399999993,NA,0,0,1,NA,EcM.s
